language,top1,top5,mrr,N,shifts_df
Basque,0.08695652173913043,0.21739130434782608,0.14919595987874457,23,"             source_concept  ... correct_top1
0                  new year  ...         True
1                       sun  ...        False
2                  to touch  ...        False
3                     comet  ...        False
4                   harvest  ...        False
5                   Mercury  ...        False
6                       arm  ...        False
7   child (son or daughter)  ...         True
8             little, small  ...        False
9          back (body part)  ...        False
10                    liver  ...        False
11                 dandruff  ...        False
12                   Advent  ...        False
13                partridge  ...        False
14             bear (Ursus)  ...        False
15                    heart  ...        False
16                    mouse  ...        False
17                fisherman  ...        False
18                     head  ...        False
19                   to cut  ...        False
20                mist, fog  ...        False
21             people (pl.)  ...        False
22                     knot  ...        False

[23 rows x 4 columns]"
Luxembourgish,0.08695652173913043,0.17391304347826086,0.12606512658724672,23,"             source_concept  ... correct_top1
0                    fallow  ...        False
1                       sea  ...        False
2                      disc  ...        False
3          pig (Sus scrofa)  ...        False
4                     heart  ...        False
5                     horse  ...        False
6                      goat  ...        False
7                      rain  ...        False
8                  scissors  ...        False
9                    winter  ...        False
10                     sour  ...        False
11                    water  ...        False
12                   autumn  ...         True
13  child (son or daughter)  ...         True
14                    earth  ...        False
15               cross (n.)  ...        False
16                   August  ...        False
17          spring (season)  ...        False
18            spade, shovel  ...        False
19                      oat  ...        False
20                    white  ...        False
21                      May  ...        False
22                     goat  ...        False

[23 rows x 4 columns]"
English,0.08678237650200267,0.16955941255006676,0.13118507921091993,749,"                     source_concept  ... correct_top1
0                              sour  ...        False
1                letter (character)  ...         True
2                           abdomen  ...        False
3                    to break (tr.)  ...        False
4                             thick  ...        False
..                              ...  ...          ...
744                  box, container  ...        False
745  to light, to kindle (the fire)  ...        False
746                             bed  ...        False
747                        carriage  ...        False
748                        carriage  ...        False

[749 rows x 4 columns]"
Tamil,0.08571428571428572,0.16666666666666666,0.12560992183417788,210,"        source_concept  ... correct_top1
0               mother  ...        False
1    to see/to look at  ...        False
2    to see/to look at  ...        False
3         to fall down  ...        False
4         to fall down  ...        False
..                 ...  ...          ...
205               snow  ...        False
206               snow  ...        False
207               fire  ...        False
208               salt  ...        False
209       melody, tune  ...        False

[210 rows x 4 columns]"
Irish Gaelic,0.08333333333333333,0.19444444444444445,0.1401135596646139,72,"              source_concept  ... correct_top1
0         letter (character)  ...         True
1          light (of weight)  ...        False
2                naked, bare  ...        False
3         squirrel (Sciurus)  ...        False
4                   hand/arm  ...        False
..                       ...  ...          ...
67  below, down, bottom part  ...        False
68                    bishop  ...         True
69                    father  ...        False
70                       cow  ...        False
71                       bed  ...        False

[72 rows x 4 columns]"
Khmer,0.08333333333333333,0.17424242424242425,0.11547054621926853,132,"                   source_concept  ... correct_top1
0                           ashes  ...        False
1                       lightning  ...        False
2    grasshopper (Tettigonioidea)  ...        False
3         &lt;foreign country&gt;  ...        False
4                            bone  ...        False
..                            ...  ...          ...
127                       to fear  ...        False
128                         blood  ...        False
129                    man (male)  ...        False
130           to search, look for  ...        False
131                          rake  ...        False

[132 rows x 4 columns]"
Karakhanid Uighur,0.08333333333333333,0.125,0.1103374398901004,24,"          source_concept  ... correct_top1
0               to carry  ...        False
1                monarch  ...        False
2                 yellow  ...        False
3                    sun  ...        False
4         &lt;animal&gt;  ...        False
5                   bald  ...        False
6                   bald  ...        False
7            to stand up  ...        False
8         &lt;animal&gt;  ...        False
9      root (of a plant)  ...        False
10            to do, act  ...        False
11          branch, twig  ...        False
12            man (male)  ...         True
13  to cool down (intr.)  ...        False
14   lion (Panthera leo)  ...        False
15                 liver  ...        False
16            to pass by  ...         True
17        box, container  ...        False
18         to burn (tr.)  ...        False
19      to untie, unbind  ...        False
20         plant (biol.)  ...        False
21        to strike, hit  ...        False
22        to strike, hit  ...        False
23     root (of a plant)  ...        False

[24 rows x 4 columns]"
Mansi,0.08333333333333333,0.08333333333333333,0.08747139936053942,12,"         source_concept          target_concept    predicted_top1  correct_top1
0                   big                    boss  elongated object         False
1          to move away  to destroy, annihilate          to leave         False
2          to move away  to destroy, annihilate          to leave         False
3                  sour                  sorrel              fool         False
4                forest                 to hunt   bud (on a twig)         False
5                   sun                     day         suntanned         False
6           earth, soil           country, land     country, land          True
7   old man/grandfather            bear (Ursus)          ancestor         False
8    squirrel (Sciurus)           &lt;money&gt;      hippopotamus         False
9   to hear / to listen                 to obey         to listen         False
10                 nose                    cape            throat         False
11                salty                    sour              acid         False"
Tver Karelian,0.08333333333333333,0.08333333333333333,0.10948688864191429,12,"              source_concept  ... correct_top1
0         squirrel (Sciurus)  ...        False
1         swelling (on skin)  ...        False
2               bear (Ursus)  ...        False
3                        sun  ...        False
4       to raise, lift (tr.)  ...        False
5                      apple  ...        False
6                        rye  ...        False
7    child (son or daughter)  ...         True
8        fox (Vulpes vulpes)  ...        False
9                   nameless  ...        False
10                   old man  ...        False
11  below, down, bottom part  ...        False

[12 rows x 4 columns]"
Evenki,0.08064516129032258,0.1935483870967742,0.14554627375651943,62,"        source_concept        target_concept       predicted_top1  correct_top1
0              abdomen  location of emotions             pancreas         False
1               mother  afterbirth, placenta        father-in-law         False
2                enemy           evil spirit               battle         False
3   hunt (n.), hunting            wild beast              to hunt         False
4   hunt (n.), hunting            wild beast              to hunt         False
..                 ...                   ...                  ...           ...
57           to squeak         murine rodent             to shake         False
58              father              ancestor           stepfather         False
59               blood                   red     arterial (blood)         False
60          taste (n.)            smell (n.)           smell (n.)          True
61             to find               to meet  to search, look for         False

[62 rows x 4 columns]"
Modern Written Arabic,0.08,0.12,0.11096434860495362,50,"                      source_concept  ... correct_top1
0               season (of the year)  ...        False
1                              grass  ...        False
2                            to hope  ...        False
3                              China  ...        False
4                              bride  ...        False
5                               road  ...        False
6                            to drag  ...        False
7                             to dig  ...        False
8                            soldier  ...        False
9                              snake  ...        False
10                              whip  ...        False
11                             horse  ...        False
12                              tail  ...        False
13                             amber  ...        False
14                     to open (tr.)  ...         True
15                            Friday  ...         True
16                            friend  ...        False
17                    cavity, hollow  ...        False
18  string (of a musical instrument)  ...         True
19                         to answer  ...        False
20                     wild, untamed  ...        False
21                            nature  ...        False
22                              sour  ...        False
23                              nose  ...        False
24                              tail  ...        False
25                            middle  ...        False
26         mine (underground tunnel)  ...        False
27                       to be awake  ...        False
28                           to find  ...        False
29                     sweet (taste)  ...        False
30                            sulfur  ...        False
31             beaver (Castor fiber)  ...         True
32                        bow-string  ...        False
33                       open (adj.)  ...        False
34                               dry  ...        False
35                               air  ...        False
36                               air  ...        False
37                        bow-string  ...        False
38                             mouse  ...        False
39                          to stand  ...        False
40                   horseman, rider  ...        False
41                              worm  ...        False
42                               dog  ...        False
43                      to ask (for)  ...        False
44                           morning  ...        False
45                              cold  ...        False
46                               dog  ...        False
47                            almond  ...        False
48                              knot  ...        False
49                              life  ...        False

[50 rows x 4 columns]"
Swedish,0.07984790874524715,0.1596958174904943,0.12157814523643858,263,"          source_concept  ... correct_top1
0              butterfly  ...         True
1                 sheath  ...        False
2           to fall down  ...        False
3                  dough  ...        False
4    button (on a dress)  ...        False
..                   ...  ...          ...
258      winter solstice  ...        False
259              history  ...        False
260                green  ...        False
261                 head  ...        False
262    root (of a plant)  ...        False

[263 rows x 4 columns]"
French,0.07927927927927927,0.16576576576576577,0.1233983342967614,555,"         source_concept  ... correct_top1
0               to lead  ...        False
1    letter (character)  ...         True
2             butterfly  ...         True
3                strong  ...        False
4          to fall down  ...        False
..                  ...  ...          ...
550                pope  ...        False
551                pope  ...        False
552             to find  ...        False
553            carriage  ...        False
554            carriage  ...        False

[555 rows x 4 columns]"
Selkup,0.0784313725490196,0.17647058823529413,0.12966617247854403,51,"            source_concept  ... correct_top1
0              earth, soil  ...        False
1                     iron  ...        False
2                    beard  ...         True
3                      dew  ...        False
4                      sun  ...        False
5                   silver  ...        False
6           mosquito, gnat  ...        False
7                    mouse  ...        False
8                    mouth  ...        False
9                   bronze  ...        False
10                    wasp  ...        False
11                    wasp  ...        False
12            mole (Talpa)  ...        False
13                  burbot  ...        False
14                   white  ...        False
15                 sterlet  ...        False
16                  yellow  ...        False
17                  copper  ...        False
18                  muksun  ...        False
19                  middle  ...        False
20     to calculate, count  ...        False
21            hare (Lepus)  ...        False
22                    crow  ...        False
23                   berry  ...        False
24            bow (weapon)  ...        False
25               mist, fog  ...        False
26                    fish  ...        False
27                   water  ...        False
28     to hear / to listen  ...        False
29              front part  ...        False
30                   nelma  ...        False
31                    moon  ...        False
32       trunk (of a tree)  ...        False
33                   blind  ...        False
34           to emit smoke  ...        False
35               bumblebee  ...        False
36     to cry (of animals)  ...         True
37                     big  ...        False
38        pig (Sus scrofa)  ...        False
39               yesterday  ...         True
40  to approach, come near  ...        False
41  to approach, come near  ...        False
42                    girl  ...        False
43                   peled  ...        False
44                   smoke  ...         True
45                  copper  ...        False
46                  copper  ...        False
47                 to read  ...        False
48        &lt;sturgeon&gt;  ...        False
49                    wing  ...        False
50                  bitter  ...        False

[51 rows x 4 columns]"
Danish,0.07835820895522388,0.16791044776119404,0.12326904458893564,268,"          source_concept  ... correct_top1
0                 strong  ...        False
1                 sheath  ...        False
2           to fall down  ...        False
3                 mother  ...        False
4    button (on a dress)  ...        False
..                   ...  ...          ...
263         to fall down  ...        False
264              history  ...        False
265       sheet of paper  ...         True
266                 head  ...        False
267    root (of a plant)  ...        False

[268 rows x 4 columns]"
Bagvalal,0.07692307692307693,0.23076923076923078,0.14035802007337178,13,"          source_concept  ... correct_top1
0         &lt;vessel&gt;  ...        False
1                to find  ...        False
2                 yellow  ...         True
3                to know  ...        False
4             flat (adj)  ...        False
5               straight  ...        False
6                  liver  ...        False
7             man (male)  ...        False
8   &lt;young animal&gt;  ...        False
9               fly (n.)  ...        False
10                 spear  ...        False
11                 elbow  ...        False
12   to calculate, count  ...        False

[13 rows x 4 columns]"
Gothic,0.07692307692307693,0.15384615384615385,0.1063210235730942,13,"            source_concept  ... correct_top1
0                     pain  ...        False
1                   summer  ...        False
2                     goat  ...        False
3                   cattle  ...        False
4            to give birth  ...        False
5                   mortal  ...        False
6                    cheek  ...        False
7                to plough  ...        False
8   plate (a serving dish)  ...        False
9                    other  ...         True
10                  to dig  ...        False
11                   white  ...        False
12          to feel hunger  ...        False

[13 rows x 4 columns]"
Udmurt,0.07692307692307693,0.14743589743589744,0.11835037705698291,156,"          source_concept  ... correct_top1
0                 funnel  ...        False
1                abdomen  ...        False
2                   noon  ...        False
3                    ear  ...        False
4                    tea  ...        False
..                   ...  ...          ...
151                  big  ...        False
152               bitter  ...        False
153  &lt;orthopteran&gt;  ...        False
154                drone  ...        False
155    root (of a plant)  ...        False

[156 rows x 4 columns]"
Icelandic,0.07657657657657657,0.16666666666666666,0.122871669917994,222,"        source_concept  ... correct_top1
0               sheath  ...        False
1         to fall down  ...        False
2             to touch  ...        False
3       &lt;vessel&gt;  ...        False
4        to burn (tr.)  ...        False
..                 ...  ...          ...
217         to blossom  ...        False
218    winter solstice  ...        False
219       to fall down  ...        False
220     sheet of paper  ...         True
221  root (of a plant)  ...        False

[222 rows x 4 columns]"
Spanish,0.0752212389380531,0.13716814159292035,0.10849654495195611,452,"                  source_concept  ... correct_top1
0             letter (character)  ...         True
1                         donkey  ...        False
2                      butterfly  ...         True
3                   to fall down  ...        False
4                          dough  ...        False
..                           ...  ...          ...
447                        sword  ...        False
448  to make a mistake, be wrong  ...        False
449                         rake  ...        False
450                     carriage  ...        False
451                     carriage  ...        False

[452 rows x 4 columns]"
Belarusan,0.07407407407407407,0.14814814814814814,0.11302867696474017,108,"      source_concept  ... correct_top1
0          how many?  ...         True
1             sheath  ...        False
2                dog  ...        False
3             linden  ...        False
4                sea  ...        False
..               ...  ...          ...
103          to pray  ...        False
104            place  ...        False
105         cucumber  ...        False
106             blue  ...        False
107  cock (of a gun)  ...        False

[108 rows x 4 columns]"
Tahitian,0.07142857142857142,0.21428571428571427,0.14069386215856003,14,"         source_concept  ... correct_top1
0               abdomen  ...        False
1             lightning  ...        False
2                orphan  ...        False
3                   sun  ...        False
4               to sail  ...        False
5                father  ...        False
6                father  ...        False
7                  iron  ...        False
8         female breast  ...        False
9                  foam  ...        False
10  to hear / to listen  ...        False
11                heart  ...        False
12                smoke  ...         True
13               copper  ...        False

[14 rows x 4 columns]"
West Frisian,0.07142857142857142,0.21428571428571427,0.13744636655775902,14,"     source_concept  ... correct_top1
0              wind  ...        False
1            flower  ...        False
2       finger-ring  ...        False
3            winter  ...        False
4            summer  ...        False
5         slaughter  ...        False
6            autumn  ...         True
7            shield  ...        False
8             earth  ...        False
9            August  ...        False
10  spring (season)  ...        False
11             frog  ...        False
12            white  ...        False
13            grass  ...        False

[14 rows x 4 columns]"
Kurux,0.07142857142857142,0.07142857142857142,0.09066422712412094,28,"             source_concept  ... correct_top1
0         to see/to look at  ...        False
1   child (son or daughter)  ...        False
2                       boy  ...        False
3       member of a retinue  ...        False
4                       son  ...         True
5                       sun  ...        False
6                     green  ...        False
7         to see/to look at  ...        False
8                  to marry  ...         True
9                    father  ...        False
10                   father  ...        False
11  child (son or daughter)  ...        False
12     &lt;young animal&gt;  ...        False
13          younger brother  ...        False
14                   friend  ...        False
15                  beloved  ...        False
16                     girl  ...        False
17                   mother  ...        False
18        to see/to look at  ...        False
19               man (male)  ...        False
20                      eye  ...        False
21      to hear / to listen  ...        False
22                   mother  ...        False
23        to see/to look at  ...        False
24        to see/to look at  ...        False
25                   father  ...        False
26               man (male)  ...        False
27                  to fear  ...        False

[28 rows x 4 columns]"
Moksha,0.0684931506849315,0.1232876712328767,0.09676380028854249,73,"         source_concept       target_concept     predicted_top1  correct_top1
0         to make noise             to speak   acute (of sound)         False
1                to sow  to drop (of liquid)            to soar         False
2   button (on a dress)          push button   dress (feminine)         False
3         to open (tr.)   to learn, find out       to switch on         False
4             to bridle         to subjugate              skunk         False
..                  ...                  ...                ...           ...
68         to mix, stir            to hinder            to pour         False
69           taste (n.)           smell (n.)         smell (n.)          True
70                green                young            rainbow         False
71    to take off (tr.)           to abolish     to begin (tr.)         False
72    root (of a plant)                basis  root (arithmetic)         False

[73 rows x 4 columns]"
Bulgarian,0.06818181818181818,0.12878787878787878,0.1005446129940963,132,"          source_concept  ... correct_top1
0              how many?  ...         True
1                 donkey  ...        False
2    skin (of an animal)  ...         True
3                    sea  ...        False
4       back (body part)  ...        False
..                   ...  ...          ...
127                place  ...        False
128                  red  ...        False
129                 knot  ...        False
130        second (num.)  ...        False
131                snake  ...        False

[132 rows x 4 columns]"
Italian,0.06713780918727916,0.13427561837455831,0.10387207509068815,283,"               source_concept  ... correct_top1
0          letter (character)  ...         True
1                   butterfly  ...         True
2                      sheath  ...        False
3           to see/to look at  ...        False
4    to follow, go after smb.  ...        False
..                        ...  ...          ...
278            chopped billet  ...        False
279                     funny  ...        False
280                      frog  ...        False
281  albumen, white of an egg  ...        False
282                     horse  ...        False

[283 rows x 4 columns]"
Hiligaynon,0.06666666666666667,0.3,0.13499522411176457,30,"              source_concept  ... correct_top1
0                     father  ...        False
1                       lazy  ...        False
2                       aunt  ...        False
3                       aunt  ...        False
4                       aunt  ...        False
5                        sun  ...        False
6                      heart  ...        False
7           brain (cerebrum)  ...        False
8                      mouse  ...        False
9                      mouse  ...        False
10                     mouse  ...        False
11                    father  ...        False
12                    bronze  ...        False
13                       egg  ...        False
14                      word  ...        False
15                      word  ...        False
16        pellicle, membrane  ...        False
17                    pillow  ...        False
18                      iron  ...        False
19             wild, untamed  ...        False
20                     uncle  ...        False
21  to trust / to believe in  ...         True
22                   to want  ...         True
23                      moon  ...        False
24                  to throw  ...        False
25                  to throw  ...        False
26                  to throw  ...        False
27                  fortress  ...        False
28  to follow, go after smb.  ...        False
29  to follow, go after smb.  ...        False

[30 rows x 4 columns]"
Oromo,0.06666666666666667,0.13333333333333333,0.08455199435499758,15,"         source_concept  ... correct_top1
0             to go out  ...        False
1                   son  ...         True
2                 guest  ...        False
3      to untie, unbind  ...        False
4         to draw water  ...        False
5   to search, look for  ...        False
6       sated with food  ...        False
7                  iron  ...        False
8                 heart  ...        False
9               to take  ...        False
10              to wait  ...        False
11        narrow, close  ...        False
12     right (vs. left)  ...        False
13                mouth  ...        False
14                 word  ...        False

[15 rows x 4 columns]"
Uighur,0.06666666666666667,0.13333333333333333,0.09703636808480802,15,"         source_concept  ... correct_top1
0                   sun  ...        False
1                middle  ...        False
2                middle  ...        False
3                middle  ...        False
4           long (size)  ...        False
5      to grow (plants)  ...         True
6               thunder  ...        False
7    squirrel (Sciurus)  ...        False
8                 liver  ...        False
9                throat  ...        False
10  pelican (Pelecanus)  ...        False
11             nameless  ...        False
12             nameless  ...        False
13             nameless  ...        False
14                 frog  ...        False

[15 rows x 4 columns]"
Pashto,0.06666666666666667,0.13333333333333333,0.08584695489065218,15,"         source_concept  ... correct_top1
0                cattle  ...        False
1                father  ...        False
2                 mouse  ...        False
3          to fall down  ...        False
4                middle  ...        False
5                flower  ...        False
6         to make noise  ...        False
7        &lt;animal&gt;  ...        False
8   to hear / to listen  ...        False
9               to milk  ...        False
10         to fall down  ...         True
11             to go up  ...        False
12                 fish  ...        False
13         to fall down  ...        False
14         to fall down  ...        False

[15 rows x 4 columns]"
Modern Hebrew,0.06666666666666667,0.06666666666666667,0.08437804529445045,15,"         source_concept  ... correct_top1
0               to give  ...        False
1                sister  ...        False
2       to grasp, seize  ...        False
3     root (of a plant)  ...         True
4          to calm down  ...        False
5            to prop up  ...        False
6                  head  ...        False
7                lentil  ...        False
8                   dog  ...        False
9                  wind  ...        False
10  to calculate, count  ...        False
11        sweet (taste)  ...        False
12        little, small  ...        False
13               almond  ...        False
14  to search, look for  ...        False

[15 rows x 4 columns]"
Armenian,0.06637168141592921,0.1504424778761062,0.10827994582353649,226,"               source_concept  ... correct_top1
0                   how many?  ...         True
1              to break (tr.)  ...        False
2                     soldier  ...        False
3                to fall down  ...        False
4                       house  ...        False
..                        ...  ...          ...
221                     green  ...        False
222                       ram  ...        False
223  albumen, white of an egg  ...        False
224            sheet of paper  ...         True
225                      face  ...        False

[226 rows x 4 columns]"
Komi,0.0660377358490566,0.13679245283018868,0.10608671708362445,212,"               source_concept  ... correct_top1
0                         big  ...        False
1                     to read  ...        False
2                      strong  ...        False
3                to fall down  ...        False
4                         ear  ...        False
..                        ...  ...          ...
207                    trough  ...        False
208              to mix, stir  ...        False
209                     funny  ...        False
210                     green  ...        False
211  albumen, white of an egg  ...        False

[212 rows x 4 columns]"
Japanese,0.06598984771573604,0.13705583756345177,0.09824341622915014,197,"    source_concept        target_concept           predicted_top1  correct_top1
0          abdomen  location of emotions                 pancreas         False
1            other                 wrong            second (num.)         False
2     to fall down                to die  to fall (of rain, snow)         False
3            ashes                  grey                    cloud         False
4            house                  wife                      day         False
..             ...                   ...                      ...           ...
192   to fall down               to like  to fall (of rain, snow)         False
193          green                 young                  rainbow         False
194          horse     supporting device           unbroken horse         False
195           head             mind (n.)               headstream         False
196           fire               Tuesday          fire (accident)         False

[197 rows x 4 columns]"
Chaha,0.06557377049180328,0.08196721311475409,0.08438039792052612,61,"    source_concept        target_concept    predicted_top1  correct_top1
0          abdomen  location of emotions          pancreas         False
1   to make a hole      to grow (plants)     opening, hole         False
2              red                  yolk               new         False
3              boy                   son             child         False
4            sharp                 angry      sharpshooter         False
..             ...                   ...               ...           ...
56          to cut             to decide          scissors         False
57           fresh                  cold        only, just         False
58            weak                  lean          weakness         False
59        to reach             to mature    to get, obtain         False
60           blood                   red  arterial (blood)         False

[61 rows x 4 columns]"
Farsi,0.06535947712418301,0.13071895424836602,0.09364983830378523,153,"        source_concept        target_concept     predicted_top1  correct_top1
0              abdomen  location of emotions           pancreas         False
1               donkey     supporting device          horsehair         False
2                 late              long ago           24 hours         False
3                 fame                  name         reputation         False
4        &lt;fruit&gt;                tonsil   conjoined fruits         False
..                 ...                   ...                ...           ...
148        in front of                before             behind         False
149        open (adj.)                 frank      opening, hole         False
150       wood, timber                forest         wood-louse         False
151              sharp                 quick       sharpshooter         False
152  root (of a plant)                 basis  root (arithmetic)         False

[153 rows x 4 columns]"
Udihe,0.06521739130434782,0.08695652173913043,0.08252142858334524,46,"          source_concept  ... correct_top1
0                 strong  ...        False
1                 twelve  ...        False
2    joint, articulation  ...        False
3                   leaf  ...        False
4                  eight  ...        False
5                 fourth  ...        False
6              side (n.)  ...        False
7                  beard  ...         True
8                to feel  ...        False
9         &lt;animal&gt;  ...        False
10                smooth  ...        False
11                   ten  ...        False
12                butter  ...        False
13       to play (intr.)  ...        False
14                  weak  ...        False
15                 sugar  ...         True
16                 blood  ...        False
17                  lean  ...        False
18   old man/grandfather  ...        False
19                  body  ...        False
20                  nine  ...        False
21                  leaf  ...        False
22                  five  ...        False
23                 first  ...        False
24             old woman  ...        False
25               old man  ...        False
26                 seven  ...        False
27   to hear / to listen  ...        False
28   to calculate, count  ...        False
29                to run  ...        False
30                 sixth  ...        False
31         elder brother  ...        False
32      back of the head  ...         True
33               to kill  ...        False
34                friend  ...        False
35  to get dirty, soiled  ...        False
36               to find  ...        False
37                eleven  ...        False
38       to look asquint  ...        False
39     to hit the target  ...        False
40              to ripen  ...        False
41                 third  ...        False
42       to change (tr.)  ...        False
43                orphan  ...        False
44         second (num.)  ...        False
45                  good  ...        False

[46 rows x 4 columns]"
Khamnigan Mongol,0.06451612903225806,0.12903225806451613,0.09326798319911461,31,"                        source_concept  ... correct_top1
0                            how many?  ...         True
1                             to touch  ...        False
2                             to press  ...        False
3                                 blue  ...        False
4                                 left  ...        False
5                                voice  ...         True
6                               circle  ...        False
7                       matter, affair  ...        False
8                     right (vs. left)  ...        False
9                                 lost  ...        False
10                          finger/toe  ...        False
11                                 bad  ...        False
12                              to die  ...        False
13                &lt;young animal&gt;  ...        False
14                             monarch  ...        False
15                     younger brother  ...        False
16                     top, upper part  ...        False
17                     top, upper part  ...        False
18                              middle  ...        False
19                               house  ...        False
20                              cloudy  ...        False
21                               owner  ...        False
22                             to salt  ...        False
23                               arrow  ...        False
24                               liver  ...        False
25                           to go out  ...        False
26  to make smb/smth light (of weight)  ...        False
27                      low (location)  ...        False
28                         hard, solid  ...        False
29                               bitch  ...        False
30                      mosquito, gnat  ...        False

[31 rows x 4 columns]"
Norwegian,0.06296296296296296,0.17037037037037037,0.11360261267800667,270,"               source_concept  ... correct_top1
0                      sheath  ...        False
1                to fall down  ...        False
2                      mother  ...        False
3    to follow, go after smb.  ...        False
4         button (on a dress)  ...        False
..                        ...  ...          ...
265                   history  ...        False
266                     green  ...        False
267            sheet of paper  ...         True
268                      head  ...        False
269         root (of a plant)  ...        False

[270 rows x 4 columns]"
Classical Armenian,0.0625,0.15625,0.09108984274263905,32,"            source_concept  ... correct_top1
0       letter (character)  ...         True
1       letter (character)  ...         True
2                     fame  ...        False
3                    paper  ...        False
4                    China  ...        False
5                   friend  ...        False
6                     milk  ...        False
7                    horse  ...        False
8                    mouse  ...        False
9                     door  ...        False
10                   navel  ...        False
11                  flower  ...        False
12           wild, untamed  ...        False
13              man (male)  ...        False
14                    nose  ...        False
15                     dog  ...        False
16                   house  ...        False
17             grain, seed  ...        False
18                 brother  ...        False
19                   limit  ...        False
20                  father  ...        False
21                   field  ...        False
22                  shadow  ...        False
23                to sleep  ...        False
24                    word  ...        False
25                    fire  ...        False
26                  shadow  ...        False
27               book (n.)  ...        False
28               book (n.)  ...        False
29                   water  ...        False
30  monster (supernatural)  ...        False
31                   noise  ...        False

[32 rows x 4 columns]"
Arabic,0.0625,0.125,0.12039443313326464,16,"        source_concept    target_concept predicted_top1  correct_top1
0                ashes              grey          cloud         False
1                quick      cunning, sly      beginning         False
2      top of the head        fontanelle      nail-head         False
3        to give birth           parents           womb         False
4                  sea           to sail           lake         False
5             to carry         to endure       to bring         False
6                empty              zero         boring         False
7                  hot             fever          sweat         False
8              thunder         fire-arms          cloud         False
9         bow (weapon)  bow, fiddlestick      fire-arms         False
10              colour         kind (n.)        rainbow         False
11                soul     human, person     to glorify         False
12             to want         to intend      to intend          True
13              to cut           to know       scissors         False
14  brilliant, glaring             white          great         False
15              father           parents     stepfather         False"
Faroese,0.0625,0.0625,0.07011664987439767,16,"       source_concept  ... correct_top1
0    pig (Sus scrofa)  ...        False
1    pig (Sus scrofa)  ...        False
2             feather  ...        False
3               pearl  ...        False
4               apple  ...        False
5               fruit  ...        False
6               house  ...        False
7               earth  ...        False
8               other  ...         True
9              sulfur  ...        False
10               full  ...        False
11  trunk (of a tree)  ...        False
12              white  ...        False
13       board, plank  ...        False
14               fish  ...        False
15    winter solstice  ...        False

[16 rows x 4 columns]"
Tagalog,0.06172839506172839,0.20987654320987653,0.1249382378274855,81,"                 source_concept  ... correct_top1
0                entada (plant)  ...        False
1                  to fall down  ...        False
2             &lt;foreigner&gt;  ...        False
3                       already  ...         True
4                    phosphorus  ...        False
..                          ...  ...          ...
76                       bitter  ...        False
77                          son  ...        False
78                          eye  ...        False
79                          ram  ...        False
80  to make a mistake, be wrong  ...        False

[81 rows x 4 columns]"
Polish,0.06074766355140187,0.11214953271028037,0.08999684857343823,214,"               source_concept  ... correct_top1
0              to break (tr.)  ...        False
1                       snake  ...        False
2                   butterfly  ...         True
3                      strong  ...        False
4                      sheath  ...        False
..                        ...  ...          ...
209                       ram  ...        False
210  albumen, white of an egg  ...        False
211                     sword  ...        False
212                      head  ...        False
213                     sharp  ...        False

[214 rows x 4 columns]"
Korean,0.06060606060606061,0.18181818181818182,0.11478507535852069,33,"                    source_concept  ... correct_top1
0                            house  ...        False
1                to order, command  ...        False
2                           twelve  ...        False
3                           fourth  ...        False
4                       to do, act  ...        False
5                  to grasp, seize  ...        False
6                              sun  ...        False
7                              ten  ...        False
8                             bell  ...        False
9                       to prop up  ...        False
10        to follow, go after smb.  ...        False
11                      man (male)  ...        False
12                            nine  ...        False
13                           water  ...        False
14                          middle  ...        False
15                    bow (weapon)  ...        False
16               to see/to look at  ...        False
17                         destiny  ...        False
18            dream (during sleep)  ...        False
19                           seven  ...        False
20             to hear / to listen  ...        False
21                      to do, act  ...        False
22  sweet potato (Ipomoea batatas)  ...         True
23                to untie, unbind  ...        False
24                           white  ...        False
25             to search, look for  ...        False
26                 to grasp, seize  ...        False
27                            gold  ...         True
28                    &lt;bird&gt;  ...        False
29                           water  ...        False
30                          eleven  ...        False
31             to search, look for  ...        False
32                           horse  ...        False

[33 rows x 4 columns]"
