language,top1,top5,mrr,N,shifts_df
Kurux,0.07142857142857142,0.17857142857142858,0.11940805274294654,28,"             source_concept  ... correct_top1
0         to see/to look at  ...        False
1   child (son or daughter)  ...        False
2                       boy  ...        False
3       member of a retinue  ...        False
4                       son  ...         True
5                       sun  ...        False
6                     green  ...        False
7         to see/to look at  ...        False
8                  to marry  ...        False
9                    father  ...        False
10                   father  ...        False
11  child (son or daughter)  ...        False
12     &lt;young animal&gt;  ...        False
13          younger brother  ...        False
14                   friend  ...        False
15                  beloved  ...        False
16                     girl  ...        False
17                   mother  ...        False
18        to see/to look at  ...        False
19               man (male)  ...         True
20                      eye  ...        False
21      to hear / to listen  ...        False
22                   mother  ...        False
23        to see/to look at  ...        False
24        to see/to look at  ...        False
25                   father  ...        False
26               man (male)  ...        False
27                  to fear  ...        False

[28 rows x 4 columns]"
Veps,0.07142857142857142,0.17857142857142858,0.11983280468220879,28,"                      source_concept  ... correct_top1
0                          horsehair  ...        False
1               to raise, lift (tr.)  ...        False
2                              beard  ...        False
3                               milk  ...        False
4                                sun  ...         True
5                  to live, be alive  ...        False
6               to raise, lift (tr.)  ...        False
7                             winter  ...        False
8                               cold  ...        False
9                                god  ...        False
10                  talkative person  ...        False
11                               rye  ...        False
12                               oat  ...        False
13                             house  ...        False
14                          foot/leg  ...         True
15                         beautiful  ...        False
16                             other  ...        False
17  hazel grouse (Tetrastes bonasia)  ...        False
18                             empty  ...        False
19               to hear / to listen  ...        False
20                        front part  ...        False
21                             grass  ...        False
22                          nameless  ...        False
23                     narrow, close  ...        False
24                           to flow  ...        False
25                             berry  ...        False
26          below, down, bottom part  ...        False
27                           to mill  ...        False

[28 rows x 4 columns]"
Breton,0.07142857142857142,0.14285714285714285,0.10218676274229917,28,"             source_concept  ... correct_top1
0                      noon  ...        False
1       member of a retinue  ...        False
2                  to carry  ...        False
3               dark (adj.)  ...        False
4                      left  ...        False
5                       cat  ...        False
6                     heart  ...        False
7            to strike, hit  ...        False
8      to raise, lift (tr.)  ...        False
9                    mallow  ...         True
10                   silver  ...        False
11                     horn  ...        False
12                breathing  ...        False
13                     gold  ...        False
14                    black  ...        False
15            little, small  ...        False
16                     rose  ...        False
17                      dog  ...        False
18        light (of weight)  ...        False
19  &lt;foreign country&gt;  ...        False
20                 midnight  ...        False
21               cross (n.)  ...        False
22                   August  ...        False
23                    mouse  ...         True
24         right (vs. left)  ...        False
25                    water  ...        False
26                    white  ...        False
27                      May  ...        False

[28 rows x 4 columns]"
Balinese,0.06976744186046512,0.27906976744186046,0.16143013678148888,43,"              source_concept  ... correct_top1
0                    to give  ...        False
1               ship, vessel  ...        False
2                        eye  ...        False
3                        sun  ...         True
4            younger brother  ...        False
5            younger brother  ...        False
6                      lotus  ...        False
7                      mouse  ...        False
8                      mouse  ...        False
9                      mouse  ...        False
10                      hair  ...        False
11                    father  ...        False
12           younger sibling  ...        False
13                  tamarind  ...        False
14                     sheep  ...        False
15                      word  ...        False
16                      word  ...        False
17                      word  ...        False
18   child (son or daughter)  ...        False
19            period of time  ...        False
20             little, small  ...        False
21                    father  ...        False
22                   garbage  ...        False
23                   rooster  ...        False
24                      iron  ...         True
25                      word  ...        False
26  to trust / to believe in  ...         True
27                      moon  ...        False
28                  tin (n.)  ...        False
29                      moon  ...        False
30                      moon  ...        False
31                      moon  ...        False
32               grandfather  ...        False
33               grandfather  ...        False
34             lead, plumbum  ...        False
35            land (vs. sea)  ...        False
36                      hair  ...        False
37                    father  ...        False
38       to calculate, count  ...        False
39             lead, plumbum  ...        False
40   shoulder-blade, scapula  ...        False
41                     hajji  ...        False
42                      rake  ...        False

[43 rows x 4 columns]"
Moksha,0.0684931506849315,0.1506849315068493,0.1063789906346166,73,"         source_concept       target_concept     predicted_top1  correct_top1
0         to make noise             to speak               loud         False
1                to sow  to drop (of liquid)          difficult         False
2   button (on a dress)          push button        bed-clothes         False
3         to open (tr.)   to learn, find out      opening, hole         False
4             to bridle         to subjugate        to copulate         False
..                  ...                  ...                ...           ...
68         to mix, stir            to hinder            to pour         False
69           taste (n.)           smell (n.)         smell (n.)          True
70                green                young             colour         False
71    to take off (tr.)           to abolish     to begin (tr.)         False
72    root (of a plant)                basis  root (arithmetic)         False

[73 rows x 4 columns]"
Icelandic,0.06756756756756757,0.19369369369369369,0.12623240193578875,222,"        source_concept        target_concept     predicted_top1  correct_top1
0               sheath                vagina       edge, border         False
1         to fall down                to die     to defeat, win         False
2             to touch  to evoke (a feeling)      middle finger         False
3       &lt;vessel&gt;          ship, vessel      to understand         False
4        to burn (tr.)                 frost               fire         False
..                 ...                   ...                ...           ...
217         to blossom            to succeed      plant (biol.)         False
218    winter solstice             Christmas            weather         False
219       to fall down               to like     to defeat, win         False
220     sheet of paper             newspaper      letter (text)         False
221  root (of a plant)                 basis  root (arithmetic)         False

[222 rows x 4 columns]"
Avestan,0.06666666666666667,0.06666666666666667,0.08981644506615606,15,"         source_concept  ... correct_top1
0     &lt;foreigner&gt;  ...        False
1          ten thousand  ...         True
2               to work  ...        False
3                behind  ...        False
4                   war  ...        False
5               evening  ...        False
6               to sail  ...        False
7                to fly  ...        False
8                to cut  ...        False
9                   ear  ...        False
10              to flow  ...        False
11            mist, fog  ...        False
12        plant (biol.)  ...        False
13  to hear / to listen  ...        False
14                snake  ...        False

[15 rows x 4 columns]"
Modern Hebrew,0.06666666666666667,0.06666666666666667,0.08800037975011825,15,"         source_concept  ... correct_top1
0               to give  ...        False
1                sister  ...        False
2       to grasp, seize  ...        False
3     root (of a plant)  ...         True
4          to calm down  ...        False
5            to prop up  ...        False
6                  head  ...        False
7                lentil  ...        False
8                   dog  ...        False
9                  wind  ...        False
10  to calculate, count  ...        False
11        sweet (taste)  ...        False
12        little, small  ...        False
13               almond  ...        False
14  to search, look for  ...        False

[15 rows x 4 columns]"
Hungarian,0.0660377358490566,0.17295597484276728,0.11198262775772395,318,"     source_concept     target_concept       predicted_top1  correct_top1
0       hard, solid         persistent               strong         False
1         how many?            several           many, much         False
2    to break (tr.)  gloomy, depressed       to defeat, win         False
3         butterfly   butterfly stroke     butterfly stroke          True
4            sheath             vagina         edge, border         False
..              ...                ...                  ...           ...
313        opposite              enemy                  day         False
314           sword          gladiolus        fighter plane         False
315  sheet of paper          newspaper        letter (text)         False
316         to find            to meet  to search, look for         False
317             bed         garden bed          bed-clothes         False

[318 rows x 4 columns]"
Kannada,0.06593406593406594,0.18681318681318682,0.11927674162124068,91,"                source_concept  ... correct_top1
0                     daughter  ...        False
1                       mother  ...        False
2                        house  ...        False
3                         doll  ...        False
4                        owner  ...        False
..                         ...  ...          ...
86                         son  ...        False
87  aunt (mother&#39;s sister)  ...        False
88                elder sister  ...        False
89  aunt (father&#39;s sister)  ...        False
90                       green  ...        False

[91 rows x 4 columns]"
Slovak,0.06557377049180328,0.16393442622950818,0.10821733958578289,61,"                            source_concept  ... correct_top1
0                                    river  ...        False
1                                   sheath  ...        False
2                            clasp, buckle  ...        False
3                                     clay  ...        False
4                                      sea  ...        False
..                                     ...  ...          ...
56                                 to pray  ...        False
57                                  almond  ...        False
58  &lt;artiodactyl (even-toed animal)&gt;  ...        False
59                                 to hunt  ...        False
60                                    knot  ...        False

[61 rows x 4 columns]"
Belarusan,0.06481481481481481,0.1574074074074074,0.1116987154113563,108,"      source_concept  ... correct_top1
0          how many?  ...        False
1             sheath  ...        False
2                dog  ...        False
3             linden  ...        False
4                sea  ...        False
..               ...  ...          ...
103          to pray  ...        False
104            place  ...        False
105         cucumber  ...        False
106             blue  ...        False
107  cock (of a gun)  ...        False

[108 rows x 4 columns]"
Arabic,0.0625,0.375,0.1697263512151827,16,"        source_concept    target_concept        predicted_top1  correct_top1
0                ashes              grey                   day         False
1                quick      cunning, sly         unit of speed         False
2      top of the head        fontanelle                  head         False
3        to give birth           parents  afterbirth, placenta         False
4                  sea           to sail          ship, vessel         False
5             to carry         to endure          to carry out         False
6                empty              zero                  lazy         False
7                  hot             fever           electricity         False
8              thunder         fire-arms                 cloud         False
9         bow (weapon)  bow, fiddlestick      bow, fiddlestick          True
10              colour         kind (n.)                 green         False
11                soul     human, person                to die         False
12             to want         to intend       to have opinion         False
13              to cut           to know                 knife         False
14  brilliant, glaring             white                  good         False
15              father           parents                 child         False"
Tajiki,0.0625,0.1875,0.11261410511196722,16,"          source_concept  ... correct_top1
0                   late  ...        False
1                   fame  ...        False
2   season (of the year)  ...        False
3                  liver  ...        False
4                to sing  ...        False
5                    lip  ...        False
6                  apple  ...        False
7                sadness  ...        False
8          spade, shovel  ...        False
9           bow (weapon)  ...         True
10                horned  ...        False
11                 liver  ...        False
12                  head  ...        False
13              forehead  ...        False
14                   dry  ...        False
15               to read  ...        False

[16 rows x 4 columns]"
Classical Armenian,0.0625,0.15625,0.10477161073079921,32,"            source_concept  ... correct_top1
0       letter (character)  ...         True
1       letter (character)  ...         True
2                     fame  ...        False
3                    paper  ...        False
4                    China  ...        False
5                   friend  ...        False
6                     milk  ...        False
7                    horse  ...        False
8                    mouse  ...        False
9                     door  ...        False
10                   navel  ...        False
11                  flower  ...        False
12           wild, untamed  ...        False
13              man (male)  ...        False
14                    nose  ...        False
15                     dog  ...        False
16                   house  ...        False
17             grain, seed  ...        False
18                 brother  ...        False
19                   limit  ...        False
20                  father  ...        False
21                   field  ...        False
22                  shadow  ...        False
23                to sleep  ...        False
24                    word  ...        False
25                    fire  ...        False
26                  shadow  ...        False
27               book (n.)  ...        False
28               book (n.)  ...        False
29                   water  ...        False
30  monster (supernatural)  ...        False
31                   noise  ...        False

[32 rows x 4 columns]"
Faroese,0.0625,0.125,0.09627405728180508,16,"       source_concept  ... correct_top1
0    pig (Sus scrofa)  ...        False
1    pig (Sus scrofa)  ...         True
2             feather  ...        False
3               pearl  ...        False
4               apple  ...        False
5               fruit  ...        False
6               house  ...        False
7               earth  ...        False
8               other  ...        False
9              sulfur  ...        False
10               full  ...        False
11  trunk (of a tree)  ...        False
12              white  ...        False
13       board, plank  ...        False
14               fish  ...        False
15    winter solstice  ...        False

[16 rows x 4 columns]"
Malayalam,0.0625,0.0625,0.06612526463593729,16,"             source_concept  ... correct_top1
0                    mother  ...        False
1                       sun  ...        False
2                     ashes  ...        False
3                   curtain  ...        False
4                       sun  ...         True
5                     liver  ...        False
6                      girl  ...        False
7                    to pay  ...        False
8       to calculate, count  ...        False
9                     liver  ...        False
10                   mother  ...        False
11        to see/to look at  ...        False
12                   father  ...        False
13        to see/to look at  ...        False
14  &lt;foreign country&gt;  ...        False
15                    white  ...        False

[16 rows x 4 columns]"
Armenian,0.061946902654867256,0.1592920353982301,0.11087515661765977,226,"               source_concept  ... correct_top1
0                   how many?  ...        False
1              to break (tr.)  ...        False
2                     soldier  ...        False
3                to fall down  ...        False
4                       house  ...        False
..                        ...  ...          ...
221                     green  ...        False
222                       ram  ...        False
223  albumen, white of an egg  ...        False
224            sheet of paper  ...        False
225                      face  ...        False

[226 rows x 4 columns]"
Tagalog,0.06172839506172839,0.14814814814814814,0.11691466057470722,81,"                 source_concept  ... correct_top1
0                entada (plant)  ...        False
1                  to fall down  ...        False
2             &lt;foreigner&gt;  ...        False
3                       already  ...        False
4                    phosphorus  ...        False
..                          ...  ...          ...
76                       bitter  ...        False
77                          son  ...        False
78                          eye  ...        False
79                          ram  ...        False
80  to make a mistake, be wrong  ...        False

[81 rows x 4 columns]"
Swedish,0.060836501901140684,0.18631178707224336,0.12130839878604073,263,"          source_concept     target_concept     predicted_top1  correct_top1
0              butterfly   butterfly stroke   butterfly stroke          True
1                 sheath             vagina       edge, border         False
2           to fall down             to die     to defeat, win         False
3                  dough              money             potato         False
4    button (on a dress)        push button        bed-clothes         False
..                   ...                ...                ...           ...
258      winter solstice          Christmas            weather         False
259              history  event, occurrence           ancestor         False
260                green              young             colour         False
261                 head          mind (n.)            eyelash         False
262    root (of a plant)              basis  root (arithmetic)         False

[263 rows x 4 columns]"
Karaim,0.06060606060606061,0.1393939393939394,0.1029898696446512,165,"              source_concept  ... correct_top1
0    to turn, rotate (intr.)  ...        False
1                     strong  ...        False
2                       noon  ...        False
3                       noon  ...        False
4          to see/to look at  ...        False
..                       ...  ...          ...
160                    white  ...        False
161         quiet (vs. loud)  ...        False
162           to strike, hit  ...        False
163             to mix, stir  ...        False
164         to be in a hurry  ...        False

[165 rows x 4 columns]"
Italian,0.06007067137809187,0.15901060070671377,0.10594347062429638,283,"               source_concept  ... correct_top1
0          letter (character)  ...         True
1                   butterfly  ...         True
2                      sheath  ...        False
3           to see/to look at  ...        False
4    to follow, go after smb.  ...        False
..                        ...  ...          ...
278            chopped billet  ...        False
279                     funny  ...        False
280                      frog  ...        False
281  albumen, white of an egg  ...        False
282                     horse  ...        False

[283 rows x 4 columns]"
Modern Written Arabic,0.06,0.1,0.08780529007703175,50,"                      source_concept  ... correct_top1
0               season (of the year)  ...        False
1                              grass  ...        False
2                            to hope  ...        False
3                              China  ...        False
4                              bride  ...        False
5                               road  ...        False
6                            to drag  ...        False
7                             to dig  ...        False
8                            soldier  ...        False
9                              snake  ...        False
10                              whip  ...        False
11                             horse  ...        False
12                              tail  ...        False
13                             amber  ...        False
14                     to open (tr.)  ...        False
15                            Friday  ...        False
16                            friend  ...        False
17                    cavity, hollow  ...        False
18  string (of a musical instrument)  ...        False
19                         to answer  ...        False
20                     wild, untamed  ...        False
21                            nature  ...        False
22                              sour  ...        False
23                              nose  ...        False
24                              tail  ...        False
25                            middle  ...         True
26         mine (underground tunnel)  ...        False
27                       to be awake  ...        False
28                           to find  ...        False
29                     sweet (taste)  ...        False
30                            sulfur  ...        False
31             beaver (Castor fiber)  ...         True
32                        bow-string  ...        False
33                       open (adj.)  ...        False
34                               dry  ...        False
35                               air  ...        False
36                               air  ...        False
37                        bow-string  ...        False
38                             mouse  ...         True
39                          to stand  ...        False
40                   horseman, rider  ...        False
41                              worm  ...        False
42                               dog  ...        False
43                      to ask (for)  ...        False
44                           morning  ...        False
45                              cold  ...        False
46                               dog  ...        False
47                            almond  ...        False
48                              knot  ...        False
49                              life  ...        False

[50 rows x 4 columns]"
German,0.05921052631578947,0.14473684210526316,0.10300506413647999,456,"       source_concept      target_concept    predicted_top1  correct_top1
0             to lead  to drive (the car)         to intend         False
1           butterfly    butterfly stroke  butterfly stroke          True
2              sheath              vagina      edge, border         False
3              fallow                June              lean         False
4    glass (material)          spectacles            mirror         False
..                ...                 ...               ...           ...
451    unit of length           geometrid        low (size)         False
452              head                main           eyelash         False
453              sour               angry               bad         False
454               bed          garden bed       bed-clothes         False
455          carriage             railcar           railcar          True

[456 rows x 4 columns]"
Archi,0.058823529411764705,0.35294117647058826,0.17105213745366651,17,"         source_concept   target_concept        predicted_top1  correct_top1
0            man (male)    male (animal)               husband         False
1                  nose       front part                 mouth         False
2                  bone         foot/leg         sacrum (bone)         False
3                silver            money                 metal         False
4            man (male)          husband               husband          True
5                 paper    letter (text)        sheet of paper         False
6   to hear / to listen          to obey              to speak         False
7       to make, create    to give birth       to learn, study         False
8                  moon            month                 comet         False
9                 mouth     edge, border    mouth (of a river)         False
10              feather          eyelash              ladybird         False
11                 nose             beak                 mouth         False
12      to hug, embrace          to kiss  location of emotions         False
13            nest (n.)       spider web                   egg         False
14             hand/arm     branch, twig         middle finger         False
15              to read  to learn, study               to obey         False
16                 wing          feather                 cloud         False"
Chamalal,0.058823529411764705,0.29411764705882354,0.1611811093656168,17,"          source_concept  ... correct_top1
0      to see/to look at  ...        False
1                  bread  ...        False
2                    sun  ...         True
3              nest (n.)  ...        False
4      to see/to look at  ...        False
5                  liver  ...        False
6             man (male)  ...        False
7   &lt;young animal&gt;  ...        False
8                   nose  ...        False
9                  mouth  ...        False
10                   eye  ...        False
11   to hear / to listen  ...        False
12                   eye  ...        False
13           dark (adj.)  ...        False
14                  worm  ...        False
15               to read  ...        False
16       urinary bladder  ...        False

[17 rows x 4 columns]"
Old Irish,0.058823529411764705,0.17647058823529413,0.10022772171817483,34,"                        source_concept  ... correct_top1
0                        old (vs. new)  ...        False
1                                thief  ...        False
2                           to deprive  ...        False
3                                 left  ...        False
4                                  eye  ...        False
5           &lt;religious festival&gt;  ...        False
6                                 tree  ...        False
7                        wild, untamed  ...        False
8                               cattle  ...        False
9                               to run  ...        False
10                       to give birth  ...        False
11                       country, land  ...        False
12                              mother  ...        False
13                              mother  ...        False
14                                yoke  ...        False
15                           to suffer  ...        False
16              plate (a serving dish)  ...        False
17                                blue  ...        False
18                                 dog  ...        False
19                 to calculate, count  ...        False
20                        lord, master  ...         True
21                             to work  ...        False
22                   to shine, glitter  ...        False
23               beaver (Castor fiber)  ...         True
24                      textile, cloth  ...        False
25                             to lick  ...        False
26  summer solstice, St John&#39;s Day  ...        False
27                    right (vs. left)  ...        False
28                               water  ...        False
29                               wheel  ...        False
30                          descendant  ...        False
31                          crown (n.)  ...        False
32                             history  ...        False
33                             to sing  ...        False

[34 rows x 4 columns]"
Medieval Latin,0.058823529411764705,0.058823529411764705,0.06586268127825887,17,"            source_concept  ... correct_top1
0             ship, vessel  ...        False
1        root (of a plant)  ...         True
2          yard, courtyard  ...        False
3                    elder  ...        False
4             to calm down  ...        False
5            second (num.)  ...        False
6                   lentil  ...        False
7      digit (mathematics)  ...        False
8                 net (n.)  ...        False
9                    fifth  ...        False
10                   width  ...        False
11                 teacher  ...        False
12                shoulder  ...        False
13                  almond  ...        False
14       &lt;foreigner&gt;  ...        False
15                   third  ...        False
16  plate (a serving dish)  ...        False

[17 rows x 4 columns]"
Vietnamese,0.05825242718446602,0.1941747572815534,0.11844553434561911,103,"              source_concept  ... correct_top1
0               hare (Lepus)  ...        False
1               hare (Lepus)  ...        False
2                        air  ...        False
3           glass (material)  ...        False
4                        air  ...        False
..                       ...  ...          ...
98                     third  ...        False
99                    father  ...        False
100  shoulder-blade, scapula  ...        False
101            second (num.)  ...        False
102                     rake  ...        False

[103 rows x 4 columns]"
Udmurt,0.057692307692307696,0.16025641025641027,0.10739839147839789,156,"          source_concept  ... correct_top1
0                 funnel  ...        False
1                abdomen  ...        False
2                   noon  ...        False
3                    ear  ...        False
4                    tea  ...        False
..                   ...  ...          ...
151                  big  ...        False
152               bitter  ...        False
153  &lt;orthopteran&gt;  ...        False
154                drone  ...        False
155    root (of a plant)  ...        False

[156 rows x 4 columns]"
French,0.05765765765765766,0.15495495495495495,0.10671406259821206,555,"         source_concept      target_concept       predicted_top1  correct_top1
0               to lead  to drive (the car)            to intend         False
1    letter (character)       letter (text)        letter (text)          True
2             butterfly    butterfly stroke     butterfly stroke          True
3                strong                very                 good         False
4          to fall down              to die       to defeat, win         False
..                  ...                 ...                  ...           ...
550                pope        &lt;bird&gt;       bishop (chess)         False
551                pope        &lt;bird&gt;       bishop (chess)         False
552             to find             to meet  to search, look for         False
553            carriage             railcar              railcar          True
554            carriage             railcar              railcar          True

[555 rows x 4 columns]"
Koryak,0.05660377358490566,0.20754716981132076,0.125877404299748,53,"          source_concept  ... correct_top1
0                  other  ...        False
1                   blue  ...        False
2               to strew  ...        False
3                  voice  ...        False
4             to breathe  ...        False
5                    bee  ...        False
6            long (size)  ...        False
7              beautiful  ...        False
8                 yellow  ...        False
9                  beard  ...        False
10                  leaf  ...        False
11                   sad  ...        False
12       to boil (intr.)  ...        False
13                   boy  ...         True
14                  iron  ...        False
15                   big  ...        False
16                   pit  ...        False
17                 elder  ...        False
18                   mud  ...        False
19                  weak  ...        False
20                 night  ...        False
21                  body  ...        False
22      to grow (plants)  ...         True
23                 dirty  ...        False
24            grandchild  ...        False
25                throat  ...        False
26                 arrow  ...        False
27             beautiful  ...        False
28                to dig  ...        False
29                shadow  ...        False
30              to enter  ...        False
31            to get dry  ...        False
32               to take  ...        False
33            to pass by  ...         True
34  light, bright, clear  ...        False
35   to hear / to listen  ...        False
36   to calculate, count  ...        False
37            lower part  ...        False
38                throat  ...        False
39                bitter  ...        False
40                 ashes  ...        False
41             to go out  ...        False
42                  calm  ...        False
43      nail (body part)  ...        False
44               to feed  ...        False
45                  nose  ...        False
46                  nose  ...        False
47                 aspen  ...        False
48           to equalize  ...        False
49                  worm  ...        False
50                 metal  ...        False
51    to undress (intr.)  ...        False
52   to hear / to listen  ...        False

[53 rows x 4 columns]"
Danish,0.055970149253731345,0.20522388059701493,0.12502781383872796,268,"          source_concept        target_concept     predicted_top1  correct_top1
0                 strong                  very               good         False
1                 sheath                vagina       edge, border         False
2           to fall down                to die     to defeat, win         False
3                 mother  afterbirth, placenta              child         False
4    button (on a dress)           push button        bed-clothes         False
..                   ...                   ...                ...           ...
263         to fall down               to like     to defeat, win         False
264              history     event, occurrence           ancestor         False
265       sheet of paper             newspaper      letter (text)         False
266                 head             mind (n.)            eyelash         False
267    root (of a plant)                 basis  root (arithmetic)         False

[268 rows x 4 columns]"
Otomi,0.05555555555555555,0.4444444444444444,0.23193337240569833,18,"             source_concept  ... correct_top1
0                  bathroom  ...        False
1                      body  ...        False
2                    orphan  ...        False
3                      worm  ...         True
4                      iron  ...        False
5                     belly  ...        False
6                    stupid  ...        False
7                    stupid  ...        False
8          glass (material)  ...        False
9   child (son or daughter)  ...        False
10                     fire  ...        False
11               light (n.)  ...        False
12               light (n.)  ...        False
13               to squeeze  ...        False
14                   animal  ...        False
15      to hear / to listen  ...        False
16                     moon  ...        False
17                 to throw  ...        False

[18 rows x 4 columns]"
Scottish Gaelic,0.05555555555555555,0.05555555555555555,0.06538749603532132,18,"                            source_concept  ... correct_top1
0                       letter (character)  ...         True
1                                   sheath  ...        False
2                  &lt;foreign country&gt;  ...        False
3                              dark (adj.)  ...        False
4                             short (size)  ...        False
5                       squirrel (Sciurus)  ...        False
6                                    young  ...        False
7                                     sour  ...        False
8                                    water  ...        False
9                                    earth  ...        False
10                                 Samhain  ...        False
11                 &lt;foreign country&gt;  ...        False
12                                     rut  ...        False
13                                  shadow  ...        False
14                               fisherman  ...        False
15                        right (vs. left)  ...        False
16  &lt;artiodactyl (even-toed animal)&gt;  ...        False
17                                   cloud  ...        False

[18 rows x 4 columns]"
Geez,0.055,0.13,0.09306495855492829,200,"                  source_concept  ... correct_top1
0              fine, powder-like  ...        False
1                   to fall down  ...        False
2                can, to be able  ...        False
3                           deep  ...        False
4                        to hear  ...        False
..                           ...  ...          ...
195  to make a mistake, be wrong  ...        False
196                         sour  ...        False
197            root (of a plant)  ...        False
198                      to find  ...        False
199                     to judge  ...        False

[200 rows x 4 columns]"
Hill Mari,0.0547945205479452,0.2054794520547945,0.11717494842191999,73,"   source_concept  ... correct_top1
0             tea  ...        False
1             big  ...        False
2         stomach  ...        False
3     grandfather  ...         True
4           voice  ...        False
..            ...  ...          ...
68         to sit  ...        False
69           worm  ...        False
70    to make sit  ...        False
71            red  ...        False
72      raspberry  ...        False

[73 rows x 4 columns]"
English,0.05473965287049399,0.16822429906542055,0.10872125411764386,749,"                     source_concept  ... correct_top1
0                              sour  ...        False
1                letter (character)  ...         True
2                           abdomen  ...        False
3                    to break (tr.)  ...        False
4                             thick  ...        False
..                              ...  ...          ...
744                  box, container  ...        False
745  to light, to kindle (the fire)  ...        False
746                             bed  ...        False
747                        carriage  ...         True
748                        carriage  ...         True

[749 rows x 4 columns]"
Czech,0.0546448087431694,0.18032786885245902,0.11428563018878715,183,"         source_concept  ... correct_top1
0                 river  ...        False
1             butterfly  ...         True
2                sheath  ...        False
3                   dry  ...        False
4                  time  ...        False
..                  ...  ...          ...
178         firm, solid  ...        False
179                blue  ...        False
180                knot  ...        False
181  &lt;profession&gt;  ...        False
182               sword  ...        False

[183 rows x 4 columns]"
Nganasan,0.05454545454545454,0.21818181818181817,0.12925006674867576,55,"                  source_concept  ... correct_top1
0                       to touch  ...        False
1                           blue  ...        False
2               back (body part)  ...        False
3                           food  ...        False
4                            dry  ...        False
5                         to die  ...        False
6                  to emit smoke  ...        False
7            to calculate, count  ...        False
8                          black  ...        False
9                            day  ...        False
10                          wind  ...        False
11                  ship, vessel  ...        False
12                          iron  ...        False
13                         early  ...        False
14                       to dive  ...        False
15                      to touch  ...        False
16  uncle (father&#39;s brother)  ...         True
17               top, upper part  ...        False
18                          wing  ...        False
19                 wild, untamed  ...        False
20              to have, possess  ...        False
21                     breathing  ...        False
22                        to cut  ...        False
23                        to cut  ...        False
24                    to tremble  ...        False
25                       to work  ...        False
26                          iron  ...         True
27                to draw, paint  ...        False
28                    man (male)  ...         True
29                       old man  ...        False
30                          head  ...        False
31                          sand  ...        False
32                          snow  ...        False
33           to hear / to listen  ...        False
34           to calculate, count  ...        False
35                  to fall down  ...        False
36                          head  ...        False
37                          moon  ...        False
38                         white  ...        False
39                  to sink into  ...        False
40                       to kill  ...        False
41                       to kill  ...        False
42                           ear  ...        False
43                     yesterday  ...        False
44                         sharp  ...        False
45        to approach, come near  ...        False
46                  to fall down  ...        False
47         to lose one&#39;s way  ...        False
48                       morning  ...        False
49                          girl  ...        False
50                 country, land  ...        False
51                   dark (adj.)  ...        False
52      to follow, go after smb.  ...        False
53                       to want  ...        False
54           to hear / to listen  ...        False

[55 rows x 4 columns]"
